latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.52,13.419998,38.0,-18000,America/Chicago,GMT-5

time,temperature_2m (°C),rain (mm),apparent_temperature (°C),pressure_msl (hPa),snowfall (cm),precipitation (mm)
2026-03-19T00:00,2.6,0.00,0.0,1028.4,0.00,0.00
2026-03-19T01:00,2.5,0.00,-0.0,1027.9,0.00,0.00
2026-03-19T02:00,3.2,0.00,0.9,1028.2,0.00,0.00
2026-03-19T03:00,5.9,0.00,3.7,1028.0,0.00,0.00
2026-03-19T04:00,10.2,0.00,8.2,1028.6,0.00,0.00
2026-03-19T05:00,12.4,0.00,10.0,1027.3,0.00,0.00
2026-03-19T06:00,13.8,0.00,11.5,1026.5,0.00,0.00
2026-03-19T07:00,14.1,0.00,12.0,1025.9,0.00,0.00
2026-03-19T08:00,14.7,0.00,12.2,1024.9,0.00,0.00
2026-03-19T09:00,14.8,0.00,12.2,1024.1,0.00,0.00
2026-03-19T10:00,15.0,0.00,12.0,1023.3,0.00,0.00
2026-03-19T11:00,14.3,0.00,11.3,1022.9,0.00,0.00
2026-03-19T12:00,13.0,0.00,10.4,1022.3,0.00,0.00
2026-03-19T13:00,11.5,0.00,9.3,1023.1,0.00,0.00
2026-03-19T14:00,10.0,0.00,7.8,1022.4,0.00,0.00
2026-03-19T15:00,9.1,0.00,6.9,1022.2,0.00,0.00
2026-03-19T16:00,8.0,0.00,6.0,1022.2,0.00,0.00
2026-03-19T17:00,7.4,0.00,5.3,1021.7,0.00,0.00
2026-03-19T18:00,6.6,0.00,4.2,1021.6,0.00,0.00
2026-03-19T19:00,6.5,0.00,4.3,1021.7,0.00,0.00
2026-03-19T20:00,6.2,0.00,4.0,1021.5,0.00,0.00
2026-03-19T21:00,6.2,0.00,4.0,1020.8,0.00,0.00
2026-03-19T22:00,6.6,0.00,4.0,1021.4,0.00,0.00
2026-03-19T23:00,6.0,0.20,4.0,1020.9,0.00,0.20
2026-03-20T00:00,5.6,0.00,3.5,1020.9,0.00,0.00
2026-03-20T01:00,5.7,0.00,3.7,1020.8,0.00,0.00
2026-03-20T02:00,6.2,0.00,4.1,1021.0,0.00,0.00
2026-03-20T03:00,7.5,0.00,5.3,1021.1,0.00,0.00
2026-03-20T04:00,8.1,0.00,5.8,1021.9,0.00,0.00
2026-03-20T05:00,9.3,0.00,6.9,1021.6,0.00,0.00
2026-03-20T06:00,10.0,0.00,7.5,1021.4,0.00,0.00
2026-03-20T07:00,10.2,0.00,7.7,1020.7,0.00,0.00
2026-03-20T08:00,10.2,0.00,7.7,1020.4,0.00,0.00
2026-03-20T09:00,10.4,0.00,7.9,1020.0,0.00,0.00
2026-03-20T10:00,10.8,0.00,8.1,1020.2,0.00,0.00
2026-03-20T11:00,10.0,0.00,7.1,1019.8,0.00,0.00
2026-03-20T12:00,8.2,0.00,5.4,1019.9,0.00,0.00
2026-03-20T13:00,7.4,0.00,4.9,1020.8,0.00,0.00
2026-03-20T14:00,6.5,0.00,4.3,1020.7,0.00,0.00
2026-03-20T15:00,5.8,0.00,3.6,1020.8,0.00,0.00
2026-03-20T16:00,5.6,0.00,3.5,1020.5,0.00,0.00
2026-03-20T17:00,5.4,0.00,3.2,1020.6,0.00,0.00
2026-03-20T18:00,5.1,0.00,2.9,1020.4,0.00,0.00
2026-03-20T19:00,5.0,0.00,2.8,1021.0,0.00,0.00
2026-03-20T20:00,4.5,0.00,2.4,1020.5,0.00,0.00
2026-03-20T21:00,4.1,0.00,1.9,1020.0,0.00,0.00
2026-03-20T22:00,4.1,0.00,1.9,1020.3,0.00,0.00
2026-03-20T23:00,4.1,0.00,1.8,1020.0,0.00,0.00
2026-03-21T00:00,4.1,0.00,1.9,1020.5,0.00,0.00
2026-03-21T01:00,4.6,0.00,2.3,1020.2,0.00,0.00
2026-03-21T02:00,5.2,0.00,2.7,1020.8,0.00,0.00
2026-03-21T03:00,5.9,0.00,3.2,1020.4,0.00,0.00
2026-03-21T04:00,6.0,0.00,3.4,1021.0,0.00,0.00
2026-03-21T05:00,7.2,0.00,4.5,1020.5,0.00,0.00
2026-03-21T06:00,8.2,0.00,5.1,1020.6,0.00,0.00
2026-03-21T07:00,8.6,0.00,5.7,1020.2,0.00,0.00
2026-03-21T08:00,10.0,0.00,7.1,1019.8,0.00,0.00
2026-03-21T09:00,10.7,0.00,7.6,1018.9,0.00,0.00
2026-03-21T10:00,10.9,0.00,7.3,1019.5,0.00,0.00
2026-03-21T11:00,10.4,0.00,6.7,1019.2,0.00,0.00
2026-03-21T12:00,9.5,0.00,5.8,1019.8,0.00,0.00
2026-03-21T13:00,8.5,0.00,5.3,1020.9,0.00,0.00
2026-03-21T14:00,7.1,0.00,4.0,1021.0,0.00,0.00
2026-03-21T15:00,6.2,0.00,3.1,1021.3,0.00,0.00
2026-03-21T16:00,5.5,0.00,2.1,1021.5,0.00,0.00
2026-03-21T17:00,4.9,0.00,1.5,1021.3,0.00,0.00
2026-03-21T18:00,4.3,0.00,0.9,1021.0,0.00,0.00
2026-03-21T19:00,3.8,0.00,0.6,1021.5,0.00,0.00
2026-03-21T20:00,3.5,0.00,0.2,1021.5,0.00,0.00
2026-03-21T21:00,3.1,0.00,-0.1,1021.1,0.00,0.00
2026-03-21T22:00,2.5,0.00,-0.8,1022.1,0.00,0.00
2026-03-21T23:00,2.2,0.00,-1.1,1021.9,0.00,0.00
2026-03-22T00:00,1.9,0.00,-1.4,1022.0,0.00,0.00
2026-03-22T01:00,2.1,0.00,-1.3,1022.1,0.00,0.00
2026-03-22T02:00,3.2,0.00,-0.1,1021.9,0.00,0.00
2026-03-22T03:00,5.3,0.00,1.9,1021.5,0.00,0.00
2026-03-22T04:00,8.7,0.00,5.3,1021.1,0.00,0.00
2026-03-22T05:00,10.8,0.00,7.3,1020.9,0.00,0.00
2026-03-22T06:00,12.5,0.00,8.9,1020.4,0.00,0.00
2026-03-22T07:00,13.1,0.00,9.5,1020.2,0.00,0.00
2026-03-22T08:00,13.5,0.00,9.8,1019.0,0.00,0.00
2026-03-22T09:00,13.6,0.00,9.9,1018.1,0.00,0.00
2026-03-22T10:00,13.9,0.00,10.1,1017.7,0.00,0.00
2026-03-22T11:00,13.3,0.00,9.5,1017.4,0.00,0.00
2026-03-22T12:00,13.3,0.00,9.5,1017.1,0.00,0.00
2026-03-22T13:00,12.4,0.00,9.0,1017.3,0.00,0.00
2026-03-22T14:00,11.2,0.00,8.0,1017.6,0.00,0.00
2026-03-22T15:00,10.2,0.00,7.1,1017.5,0.00,0.00
2026-03-22T16:00,9.1,0.00,6.0,1017.8,0.00,0.00
2026-03-22T17:00,8.5,0.00,5.5,1017.4,0.00,0.00
2026-03-22T18:00,7.9,0.00,5.0,1017.4,0.00,0.00
2026-03-22T19:00,6.9,0.00,4.2,1017.4,0.00,0.00
2026-03-22T20:00,6.6,0.00,3.9,1016.8,0.00,0.00
2026-03-22T21:00,6.1,0.00,3.4,1016.8,0.00,0.00
2026-03-22T22:00,5.2,0.00,2.3,1016.7,0.00,0.00
2026-03-22T23:00,4.8,0.00,2.0,1017.0,0.00,0.00
2026-03-23T00:00,4.4,0.00,1.8,1017.3,0.00,0.00
2026-03-23T01:00,3.0,0.00,0.3,1017.2,0.00,0.00
2026-03-23T02:00,4.7,0.00,2.2,1017.9,0.00,0.00
2026-03-23T03:00,7.2,0.00,4.8,1018.5,0.00,0.00
2026-03-23T04:00,10.2,0.00,7.6,1017.9,0.00,0.00
2026-03-23T05:00,12.5,0.00,9.6,1018.2,0.00,0.00
2026-03-23T06:00,14.2,0.00,11.6,1018.7,0.00,0.00
2026-03-23T07:00,15.2,0.00,12.1,1018.8,0.00,0.00
2026-03-23T08:00,15.4,0.00,11.7,1018.2,0.00,0.00
2026-03-23T09:00,15.7,0.00,12.2,1017.7,0.00,0.00
2026-03-23T10:00,15.3,0.00,11.7,1016.9,0.00,0.00
2026-03-23T11:00,15.3,0.00,11.9,1017.5,0.00,0.00
2026-03-23T12:00,14.6,0.00,11.1,1017.8,0.00,0.00
2026-03-23T13:00,13.7,0.00,10.3,1018.9,0.00,0.00
2026-03-23T14:00,12.5,0.00,9.3,1019.4,0.00,0.00
2026-03-23T15:00,11.3,0.00,8.3,1020.0,0.00,0.00
2026-03-23T16:00,10.2,0.00,7.6,1019.5,0.00,0.00
2026-03-23T17:00,9.3,0.00,6.7,1019.5,0.00,0.00
2026-03-23T18:00,8.4,0.00,5.7,1019.4,0.00,0.00
2026-03-23T19:00,7.7,0.00,4.9,1019.0,0.00,0.00
2026-03-23T20:00,7.2,0.00,4.4,1019.7,0.00,0.00
2026-03-23T21:00,6.7,0.00,3.9,1019.3,0.00,0.00
2026-03-23T22:00,6.0,0.00,3.4,1019.4,0.00,0.00
2026-03-23T23:00,5.8,0.00,2.9,1019.2,0.00,0.00
2026-03-24T00:00,5.6,0.00,2.8,1019.4,0.00,0.00
2026-03-24T01:00,5.9,0.00,2.8,1018.8,0.00,0.00
2026-03-24T02:00,7.0,0.00,3.6,1018.5,0.00,0.00
2026-03-24T03:00,8.4,0.00,5.1,1018.9,0.00,0.00
2026-03-24T04:00,9.4,0.00,6.2,1019.0,0.00,0.00
2026-03-24T05:00,11.7,0.00,8.4,1018.2,0.00,0.00
2026-03-24T06:00,14.0,0.00,10.9,1017.5,0.00,0.00
2026-03-24T07:00,15.2,0.00,11.4,1016.5,0.00,0.00
2026-03-24T08:00,15.4,0.00,11.5,1015.9,0.00,0.00
2026-03-24T09:00,15.4,0.00,11.5,1015.0,0.00,0.00
2026-03-24T10:00,15.6,0.00,11.9,1013.6,0.00,0.00
2026-03-24T11:00,15.4,0.00,11.4,1013.2,0.00,0.00
2026-03-24T12:00,14.8,0.00,11.2,1012.6,0.00,0.00
2026-03-24T13:00,14.4,0.00,11.0,1011.6,0.00,0.00
2026-03-24T14:00,13.8,0.00,10.3,1010.6,0.00,0.00
2026-03-24T15:00,13.6,0.00,9.5,1010.5,0.00,0.00
2026-03-24T16:00,13.5,0.00,9.7,1009.8,0.00,0.00
2026-03-24T17:00,12.6,0.00,9.1,1008.3,0.00,0.00
2026-03-24T18:00,12.1,0.00,8.4,1007.2,0.00,0.00
2026-03-24T19:00,12.2,0.00,8.1,1005.5,0.00,0.00
2026-03-24T20:00,11.7,0.00,7.6,1004.5,0.00,0.00
2026-03-24T21:00,11.1,0.00,7.1,1003.4,0.00,0.00
2026-03-24T22:00,11.0,0.00,6.9,1002.0,0.00,0.00
2026-03-24T23:00,10.8,0.00,6.7,1000.6,0.00,0.00
2026-03-25T00:00,10.8,0.00,6.5,999.3,0.00,0.00
2026-03-25T01:00,11.4,0.00,6.9,997.3,0.00,0.00
2026-03-25T02:00,12.0,0.00,7.5,996.2,0.00,0.00
2026-03-25T03:00,12.6,0.00,8.0,995.7,0.00,0.00
2026-03-25T04:00,13.1,0.00,8.0,995.6,0.00,0.00
2026-03-25T05:00,12.7,0.10,7.8,995.4,0.00,0.10
2026-03-25T06:00,12.6,0.10,7.2,995.6,0.00,0.10
2026-03-25T07:00,12.6,0.00,7.5,994.9,0.00,0.00
2026-03-25T08:00,11.3,0.00,5.6,996.2,0.00,0.00
2026-03-25T09:00,11.3,0.00,6.4,997.0,0.00,0.00
2026-03-25T10:00,10.4,0.00,6.6,997.3,0.00,0.00
2026-03-25T11:00,10.4,0.00,6.4,998.0,0.00,0.00
2026-03-25T12:00,8.7,0.20,4.8,999.3,0.00,0.20
2026-03-25T13:00,7.7,0.10,4.0,999.8,0.00,0.20
2026-03-25T14:00,7.2,0.00,4.0,1000.9,0.00,0.00
2026-03-25T15:00,6.9,0.00,3.6,1001.8,0.00,0.00
2026-03-25T16:00,6.4,0.00,2.5,1002.2,0.00,0.00
2026-03-25T17:00,5.6,0.00,2.1,1003.1,0.00,0.00
2026-03-25T18:00,5.0,0.00,1.9,1003.9,0.00,0.00
2026-03-25T19:00,4.2,0.00,0.6,1004.6,0.00,0.00
2026-03-25T20:00,3.7,0.00,-0.1,1004.9,0.00,0.00
2026-03-25T21:00,3.4,0.00,-0.4,1005.3,0.00,0.00
2026-03-25T22:00,2.9,0.00,-1.0,1005.4,0.00,0.00
2026-03-25T23:00,2.5,0.00,-1.5,1005.8,0.00,0.00
2026-03-26T00:00,2.2,0.00,-1.7,1006.6,0.00,0.00
2026-03-26T01:00,2.7,0.00,-1.3,1006.9,0.00,0.00
2026-03-26T02:00,3.6,0.00,-0.4,1007.5,0.00,0.00
2026-03-26T03:00,5.1,0.00,0.5,1008.0,0.00,0.00
2026-03-26T04:00,5.9,0.00,1.3,1008.5,0.00,0.00
2026-03-26T05:00,7.1,0.00,2.2,1008.8,0.00,0.00
2026-03-26T06:00,7.5,0.00,3.0,1009.4,0.00,0.00
2026-03-26T07:00,7.1,0.10,3.0,1009.7,0.00,0.10
2026-03-26T08:00,7.6,0.00,3.3,1009.7,0.00,0.00
2026-03-26T09:00,8.0,0.00,3.7,1009.9,0.00,0.00
2026-03-26T10:00,5.8,0.70,2.1,1011.0,0.00,0.70
2026-03-26T11:00,6.9,0.00,2.5,1011.1,0.00,0.00
2026-03-26T12:00,6.6,0.00,2.3,1012.1,0.00,0.00
2026-03-26T13:00,5.8,0.00,2.5,1012.9,0.00,0.00
2026-03-26T14:00,5.3,0.00,2.1,1013.7,0.00,0.00
2026-03-26T15:00,4.6,0.00,0.6,1014.8,0.00,0.00
2026-03-26T16:00,3.5,0.00,-0.6,1015.9,0.00,0.00
2026-03-26T17:00,2.7,0.00,-1.8,1016.3,0.00,0.00
2026-03-26T18:00,2.0,0.00,-1.6,1016.9,0.00,0.00
2026-03-26T19:00,1.4,0.00,-2.2,1017.5,0.00,0.00
2026-03-26T20:00,0.8,0.00,-2.8,1017.9,0.00,0.00
2026-03-26T21:00,0.5,0.00,-3.6,1018.4,0.00,0.00
2026-03-26T22:00,-0.1,0.00,-3.7,1019.0,0.00,0.00
2026-03-26T23:00,-0.5,0.00,-4.1,1019.1,0.00,0.00
2026-03-27T00:00,-0.6,0.00,-4.0,1019.5,0.00,0.00
2026-03-27T01:00,-0.5,0.00,-4.0,1019.6,0.00,0.00
2026-03-27T02:00,0.6,0.00,-3.1,1021.1,0.00,0.00
2026-03-27T03:00,1.7,0.00,-2.0,1021.4,0.00,0.00
2026-03-27T04:00,3.6,0.00,0.1,1022.3,0.00,0.00
2026-03-27T05:00,5.3,0.00,1.7,1022.7,0.00,0.00
2026-03-27T06:00,6.4,0.00,2.5,1022.0,0.00,0.00
2026-03-27T07:00,6.9,0.00,3.0,1021.3,0.00,0.00
2026-03-27T08:00,7.4,0.00,3.5,1021.2,0.00,0.00
2026-03-27T09:00,7.7,0.00,4.1,1021.0,0.00,0.00
2026-03-27T10:00,8.2,0.00,4.7,1020.4,0.00,0.00
2026-03-27T11:00,8.4,0.00,5.0,1020.7,0.00,0.00
2026-03-27T12:00,8.1,0.00,3.9,1020.5,0.00,0.00
2026-03-27T13:00,7.6,0.00,4.4,1020.6,0.00,0.00
2026-03-27T14:00,7.3,0.00,4.2,1020.6,0.00,0.00
2026-03-27T15:00,6.8,0.00,3.4,1021.1,0.00,0.00
2026-03-27T16:00,5.4,0.00,1.9,1021.7,0.00,0.00
2026-03-27T17:00,4.5,0.00,1.3,1021.6,0.00,0.00
2026-03-27T18:00,3.8,0.00,0.6,1021.1,0.00,0.00
2026-03-27T19:00,2.7,0.00,-0.5,1020.7,0.00,0.00
2026-03-27T20:00,2.3,0.00,-1.0,1020.8,0.00,0.00
2026-03-27T21:00,1.8,0.00,-1.6,1020.5,0.00,0.00
2026-03-27T22:00,0.9,0.00,-2.6,1020.1,0.00,0.00
2026-03-27T23:00,0.9,0.00,-2.7,1019.6,0.00,0.00
2026-03-28T00:00,0.8,0.00,-3.0,1019.6,0.00,0.00
2026-03-28T01:00,0.9,0.00,-3.2,1018.5,0.00,0.00
2026-03-28T02:00,1.7,0.00,-2.4,1018.6,0.00,0.00
2026-03-28T03:00,3.5,0.00,-0.8,1018.2,0.00,0.00
2026-03-28T04:00,7.1,0.00,2.6,1018.1,0.00,0.00
2026-03-28T05:00,8.8,0.00,4.3,1017.0,0.00,0.00
2026-03-28T06:00,9.9,0.00,5.6,1016.8,0.00,0.00
2026-03-28T07:00,10.9,0.00,6.4,1016.1,0.00,0.00
2026-03-28T08:00,11.2,0.00,6.8,1015.5,0.00,0.00
2026-03-28T09:00,10.5,0.00,6.4,1015.5,0.00,0.00
2026-03-28T10:00,9.0,0.00,5.0,1016.5,0.00,0.00
2026-03-28T11:00,7.8,0.00,4.3,1016.5,0.00,0.00
2026-03-28T12:00,6.6,0.00,2.9,1017.0,0.00,0.00
2026-03-28T13:00,5.9,0.40,2.8,1017.6,0.00,0.40
2026-03-28T14:00,5.3,0.50,2.0,1018.2,0.00,0.50
2026-03-28T15:00,5.1,0.30,2.1,1018.9,0.00,0.30
2026-03-28T16:00,4.9,0.30,1.5,1018.8,0.00,0.30
2026-03-28T17:00,5.0,0.20,2.0,1019.7,0.00,0.20
2026-03-28T18:00,4.9,0.30,1.9,1020.4,0.00,0.30
2026-03-28T19:00,4.7,0.40,1.9,1020.7,0.00,0.40
2026-03-28T20:00,4.6,0.10,1.9,1021.4,0.00,0.10
2026-03-28T21:00,4.6,0.10,2.0,1021.6,0.00,0.10
2026-03-28T22:00,4.5,0.00,1.7,1021.8,0.00,0.00
2026-03-28T23:00,4.4,0.00,1.3,1022.8,0.00,0.00
2026-03-29T00:00,3.8,0.00,0.5,1023.4,0.00,0.00
2026-03-29T01:00,3.2,0.00,-0.1,1024.6,0.00,0.00
2026-03-29T02:00,3.6,0.00,0.2,1024.3,0.00,0.00
2026-03-29T03:00,4.9,0.00,1.8,1025.1,0.00,0.00
2026-03-29T04:00,6.6,0.00,3.2,1025.2,0.00,0.00
2026-03-29T05:00,7.6,0.00,3.7,1025.9,0.00,0.00
2026-03-29T06:00,8.6,0.00,4.6,1025.4,0.00,0.00
2026-03-29T07:00,9.0,0.00,5.0,1024.4,0.00,0.00
2026-03-29T08:00,9.3,0.00,5.1,1024.2,0.00,0.00
2026-03-29T09:00,9.4,0.00,5.1,1024.2,0.00,0.00
2026-03-29T10:00,8.8,0.00,4.8,1023.6,0.00,0.00
2026-03-29T11:00,8.5,0.00,4.5,1023.4,0.00,0.00
2026-03-29T12:00,8.0,0.00,4.4,1023.4,0.00,0.00
2026-03-29T13:00,6.9,0.00,3.4,1022.5,0.00,0.00
2026-03-29T14:00,6.3,0.00,3.0,1022.6,0.00,0.00
2026-03-29T15:00,5.8,0.00,2.4,1021.7,0.00,0.00
2026-03-29T16:00,5.2,0.00,1.4,1021.5,0.00,0.00
2026-03-29T17:00,4.8,0.00,0.9,1019.8,0.00,0.00
2026-03-29T18:00,4.7,0.00,0.7,1018.9,0.00,0.00
2026-03-29T19:00,5.0,0.00,0.9,1018.1,0.00,0.00
2026-03-29T20:00,4.9,0.00,0.7,1015.7,0.00,0.00
2026-03-29T21:00,4.7,0.00,0.5,1014.5,0.00,0.00
2026-03-29T22:00,5.1,0.10,0.9,1012.0,0.00,0.10
2026-03-29T23:00,4.8,0.50,0.0,1011.3,0.00,0.50
2026-03-30T00:00,4.8,0.30,0.3,1010.6,0.00,0.30
2026-03-30T01:00,5.0,0.00,0.7,1010.0,0.00,0.00
2026-03-30T02:00,5.5,0.20,1.5,1009.4,0.00,0.20
2026-03-30T03:00,5.7,0.60,1.7,1009.1,0.00,0.60
2026-03-30T04:00,5.8,0.50,2.2,1009.2,0.00,0.50
2026-03-30T05:00,6.3,0.40,2.5,1009.5,0.00,0.40
2026-03-30T06:00,6.8,0.30,3.2,1010.0,0.00,0.30
2026-03-30T07:00,7.3,0.20,4.4,1010.0,0.00,0.20
2026-03-30T08:00,7.5,0.10,4.5,1010.4,0.00,0.10
2026-03-30T09:00,8.6,0.00,5.4,1010.7,0.00,0.00
2026-03-30T10:00,6.5,2.40,2.7,1012.2,0.00,2.50
2026-03-30T11:00,7.0,0.10,3.9,1012.7,0.00,0.10
2026-03-30T12:00,7.0,0.00,4.3,1013.0,0.00,0.00
2026-03-30T13:00,6.8,0.00,4.3,1013.6,0.00,0.00
2026-03-30T14:00,5.9,0.10,2.7,1014.6,0.00,0.10
2026-03-30T15:00,5.6,0.00,2.5,1015.4,0.00,0.00
2026-03-30T16:00,4.5,0.00,1.4,1016.4,0.00,0.00
2026-03-30T17:00,3.9,0.00,0.9,1017.4,0.00,0.00
2026-03-30T18:00,3.5,0.00,0.5,1018.0,0.00,0.00
2026-03-30T19:00,3.9,0.00,0.7,1018.1,0.00,0.00
2026-03-30T20:00,4.0,0.00,0.8,1018.4,0.00,0.00
2026-03-30T21:00,3.7,0.00,0.4,1018.8,0.00,0.00
2026-03-30T22:00,4.1,0.00,0.6,1019.1,0.00,0.00
2026-03-30T23:00,3.8,0.00,0.3,1019.7,0.00,0.00
2026-03-31T00:00,3.3,0.00,-0.2,1020.3,0.00,0.00
2026-03-31T01:00,3.5,0.00,0.3,1020.1,0.00,0.00
2026-03-31T02:00,4.5,0.00,0.6,1021.1,0.00,0.00
2026-03-31T03:00,5.7,0.00,2.2,1021.5,0.00,0.00
2026-03-31T04:00,6.6,0.00,3.0,1021.2,0.00,0.00
2026-03-31T05:00,7.7,0.00,3.9,1022.2,0.00,0.00
2026-03-31T06:00,8.8,0.00,4.8,1021.9,0.00,0.00
2026-03-31T07:00,8.7,0.00,4.9,1022.3,0.00,0.00
2026-03-31T08:00,9.1,0.10,5.2,1021.7,0.00,0.10
2026-03-31T09:00,9.9,0.20,5.9,1021.4,0.00,0.20
2026-03-31T10:00,9.7,0.10,5.7,1021.0,0.00,0.20
2026-03-31T11:00,8.0,0.70,4.6,1021.9,0.00,0.70
2026-03-31T12:00,7.4,0.10,4.3,1021.9,0.00,0.10
2026-03-31T13:00,6.7,0.00,3.7,1022.3,0.00,0.00
2026-03-31T14:00,6.5,0.10,3.8,1023.6,0.00,0.10
2026-03-31T15:00,5.9,0.00,3.4,1024.1,0.00,0.00
2026-03-31T16:00,5.1,0.00,2.9,1023.8,0.00,0.00
2026-03-31T17:00,5.1,0.20,2.7,1023.9,0.00,0.40
2026-03-31T18:00,4.9,0.00,2.5,1024.9,0.00,0.00
2026-03-31T19:00,3.8,0.00,1.5,1024.8,0.00,0.00
2026-03-31T20:00,3.4,0.00,1.1,1024.7,0.00,0.00
2026-03-31T21:00,2.9,0.00,0.6,1025.3,0.00,0.00
2026-03-31T22:00,1.4,0.00,-1.1,1025.5,0.00,0.00
2026-03-31T23:00,0.5,0.00,-1.9,1025.4,0.00,0.00
2026-04-01T00:00,0.4,0.00,-1.9,1026.1,0.00,0.00
2026-04-01T01:00,1.4,0.00,-0.7,1026.5,0.00,0.00
2026-04-01T02:00,2.2,0.00,0.0,1027.4,0.00,0.00
2026-04-01T03:00,4.0,0.00,2.0,1027.3,0.00,0.00
2026-04-01T04:00,5.9,0.00,3.9,1027.4,0.00,0.00
2026-04-01T05:00,8.0,0.00,6.3,1026.3,0.00,0.00
2026-04-01T06:00,9.4,0.00,7.6,1026.1,0.00,0.00
2026-04-01T07:00,10.7,0.00,8.6,1025.6,0.00,0.00
2026-04-01T08:00,10.8,0.00,7.9,1024.9,0.00,0.00
2026-04-01T09:00,10.8,0.00,7.9,1024.5,0.00,0.00
2026-04-01T10:00,11.4,0.00,8.5,1024.1,0.00,0.00
2026-04-01T11:00,10.9,0.00,8.0,1022.9,0.00,0.00
2026-04-01T12:00,10.1,0.00,7.1,1022.9,0.00,0.00
2026-04-01T13:00,9.1,0.00,6.3,1023.0,0.00,0.00
2026-04-01T14:00,8.1,0.00,5.6,1022.5,0.00,0.00
2026-04-01T15:00,7.3,0.00,4.9,1022.6,0.00,0.00
2026-04-01T16:00,6.0,0.00,3.8,1022.3,0.00,0.00
2026-04-01T17:00,5.4,0.00,3.2,1022.0,0.00,0.00
2026-04-01T18:00,4.9,0.00,2.8,1021.6,0.00,0.00
2026-04-01T19:00,4.2,0.00,2.1,1021.4,0.00,0.00
2026-04-01T20:00,3.8,0.00,1.6,1020.5,0.00,0.00
2026-04-01T21:00,3.3,0.00,1.1,1020.0,0.00,0.00
2026-04-01T22:00,2.5,0.00,0.4,1019.5,0.00,0.00
2026-04-01T23:00,1.1,0.00,-1.1,1018.8,0.00,0.00
2026-04-02T00:00,0.3,0.00,-2.2,1018.4,0.00,0.00
2026-04-02T01:00,1.6,0.00,-1.1,1017.8,0.00,0.00
2026-04-02T02:00,3.4,0.00,0.7,1017.8,0.00,0.00
2026-04-02T03:00,5.2,0.00,2.4,1018.1,0.00,0.00
2026-04-02T04:00,7.3,0.00,4.4,1017.8,0.00,0.00
2026-04-02T05:00,9.0,0.00,5.8,1017.0,0.00,0.00
2026-04-02T06:00,10.4,0.00,7.5,1016.1,0.00,0.00
2026-04-02T07:00,11.4,0.00,8.9,1015.8,0.00,0.00
2026-04-02T08:00,12.1,0.00,9.3,1014.9,0.00,0.00
2026-04-02T09:00,12.3,0.00,9.0,1014.4,0.00,0.00
2026-04-02T10:00,12.9,0.00,9.2,1013.6,0.00,0.00
2026-04-02T11:00,12.7,0.00,9.2,1013.0,0.00,0.00
2026-04-02T12:00,12.3,0.00,9.0,1013.3,0.00,0.00
2026-04-02T13:00,11.8,0.00,8.9,1013.6,0.00,0.00
2026-04-02T14:00,10.9,0.00,8.5,1014.1,0.00,0.00
2026-04-02T15:00,10.1,0.00,7.6,1014.3,0.00,0.00
2026-04-02T16:00,9.5,0.00,6.8,1013.7,0.00,0.00
2026-04-02T17:00,9.1,0.00,6.2,1013.8,0.00,0.00
2026-04-02T18:00,8.8,0.00,5.6,1013.8,0.00,0.00
2026-04-02T19:00,8.7,0.00,5.8,1014.0,0.00,0.00
2026-04-02T20:00,8.3,0.00,5.5,1013.9,0.00,0.00
2026-04-02T21:00,7.9,0.00,4.8,1014.3,0.00,0.00
2026-04-02T22:00,7.7,0.10,4.3,1014.2,0.00,0.10
2026-04-02T23:00,7.3,0.00,4.0,1015.2,0.00,0.00
2026-04-03T00:00,6.1,0.00,2.5,1015.5,0.00,0.00
2026-04-03T01:00,5.3,0.00,1.2,1015.9,0.00,0.00
2026-04-03T02:00,5.3,0.00,1.3,1016.9,0.00,0.00
2026-04-03T03:00,5.8,0.00,2.0,1016.9,0.00,0.00
2026-04-03T04:00,7.1,0.00,3.2,1016.9,0.00,0.00
2026-04-03T05:00,8.1,0.00,4.0,1016.9,0.00,0.00
2026-04-03T06:00,8.7,0.00,4.3,1016.7,0.00,0.00
2026-04-03T07:00,8.2,0.00,3.8,1016.8,0.00,0.00
2026-04-03T08:00,8.7,0.00,4.6,1016.3,0.00,0.00
2026-04-03T09:00,8.7,0.00,4.6,1015.8,0.00,0.00
2026-04-03T10:00,9.5,0.00,5.5,1015.0,0.00,0.00
2026-04-03T11:00,9.8,0.00,5.8,1014.1,0.00,0.00
2026-04-03T12:00,9.8,0.00,6.3,1013.8,0.00,0.00
2026-04-03T13:00,9.7,0.00,6.4,1014.1,0.00,0.00
2026-04-03T14:00,9.5,0.00,6.5,1013.9,0.00,0.00
2026-04-03T15:00,8.9,0.00,6.0,1013.8,0.00,0.00
2026-04-03T16:00,8.4,0.00,5.4,1013.2,0.00,0.00
2026-04-03T17:00,8.1,0.00,5.0,1012.4,0.00,0.00
2026-04-03T18:00,8.3,0.00,5.3,1012.3,0.00,0.00
2026-04-03T19:00,9.6,0.00,6.4,1011.4,0.00,0.00
2026-04-03T20:00,10.0,0.00,6.7,1011.5,0.00,0.00
2026-04-03T21:00,9.9,0.70,6.5,1011.2,0.00,0.70
2026-04-03T22:00,10.1,0.20,7.0,1010.9,0.00,0.20
2026-04-03T23:00,10.1,0.00,6.9,1010.9,0.00,0.00
